name,phone,website,address,rating,reviews,city,category,email
Детски клуб Kidsville,0883480347,https://kidsville.bg/,", ж.к. Река Лева, ул. „Цар Калоян“ 4, 3000 Враца",,,Враца,drink shop,
Сладкарница Дани,0885317572,https://www.facebook.com/profile.php?id=100063726540932&locale=bg_BG,", ж.к. Дъбника, ул. „Славянска“, 3000 Враца",,,Враца,drink shop,
Ilicvet74,,,", Враца Център, бул. „2-ри юни“ 101Б, 3001 Враца",,,Враца,drink shop,
Торти,0888639997,,", Враца Център, бул. „Демокрация“ 16, 3000 Враца",,,Враца,drink shop,
шшшщ5,,,", ж.к. Река Лева, ул. „Томин мост“ 6, 3000 Враца",,,Враца,drink shop,
Хранителни Стоки Гастроном,,,", Враца Център, ул. „Иванка Ботева“ 28, 3000 Враца",,,Враца,drink shop,
"ДИГАНТ - ДИМИТРОВ,ГРИГОРОВ",092661482,https://bakeweb.bg/directory/%D0%B4%D0%B8%D0%B3%D0%B0%D0%BD%D1%82-%D0%B4%D0%B8%D0%BC%D0%B8%D1%82%D1%80%D0%BE%D0%B2-%D0%B8-%D0%B3%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B2-%D1%81%D0%B4/,", Враца Център, ул. „Екзарх Йосиф“ 13, 3001 Враца",,,Враца,drink shop,
Магазин Бистрец,,,", Бистрец, ул. „Гаврил Бистричанин“ 37, 3003 Враца",,,Враца,drink shop,
"Денонощен хранителен магазин ""Шенел Гранд маркет""",,https://shenelgrandmarket.com/,", кв. Възрожденци, ул. Никола Иванов 22, 6600 Кърджали",,,Кърджали,нощен магазин,
Алди- Г,,,", кв. Възрожденци, бул. „Христо Ботев“, 6609 Кърджали",,,Кърджали,нощен магазин,
"Магазин за хранителни стоки,цигари,алкохол",0878404714,,", улица „Мургаш“ 16,6602 Кърджали, България, 6600 Кърджали",,,Кърджали,нощен магазин,
"БЕЛИ НОЩИ - Магазин за Осветителни тела, Окачени тавани и Електроматериали",036162369,,", Веселчане, ул. „Огоста“ 6, 6600 Кърджали",,,Кърджали,нощен магазин,
Perfect 4,,,", Кърджали Център, ул. „Сан Стефано“ 4, 6600 Кърджали",,,Кърджали,нощен магазин,
"Хранителен Магазин ""ПЕРФЕКТ 3"" Кърджали",,,", Кърджали Център, ул. „Стефан Караджа“ 24, 6600 Кърджали",,,Кърджали,нощен магазин,
Магазин РЕАЛ- магазин за домашни потреби,036162075,,", Кърджали Център, ул. „Републиканска“ 25, 6600 Кърджали",,,Кърджали,нощен магазин,
"Денонощен магазин за алкохол,цигари,кафе и хранителни продукти",,,", кв. Възрожденци, бул. „Христо Ботев“ 55, 6600 Кърджали",,,Кърджали,нон стоп магазин,
MyTobacco,,https://www.instagram.com/mytobacco?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,", Кърджали Център, ул. „Републиканска“ 61, 6600 Кърджали",,,Кърджали,tobacco shop,
CÀRO Tobacco & Drinks - Партньорски обект на IQOS,,,", Веселчане, ул.Първи Май 3, 6600 Кърджали",,,Кърджали,tobacco shop,
Партньорски обект на IQOS - OMG,,,", Кърджали Център, ул. „Македония“ 2, 6600 Кърджали",,,Кърджали,tobacco shop,
El Puro Cigar House,,,", Кърджали Център, ул. „Отец Паисий“ 35, 6600 Кърджали",,,Кърджали,tobacco shop,
LIQUEUR,0878244552,http://www.starmarkbg.com/,", кв. Възрожденци, бул. „Христо Ботев“ 72, 6600 Кърджали",,,Кърджали,tobacco shop,
BAND E&E ROLL- COFFEE & TABACCO and ALCOHOL,,https://www.instagram.com/banderol_nonstop_?igsh=ejliamRmOW44aHdr&utm_source=qr,", Автогара, Кърджали Център, бул. „България“ 94, 6600 Кърджали",,,Кърджали,alcohol shop,
Lux Whisky,0882953766,,", Боровец, ул. „Беласица“ 21Б, 6600 Кърджали",,,Кърджали,alcohol shop,
"Цигари и алкохол ""ONE SHOP"" - Кърджали",,,", кв. Възрожденци, бул. „Христо Ботев“ 42, 6607 Кърджали",,,Кърджали,alcohol shop,
Кърджали Win club,0887161640,,", Кърджали Център, бул. „България“ № 64, 6600 Кърджали",,,Кърджали,alcohol shop,
"Алкохол и цигари ""Choice""",,,", кв. Възрожденци, бул. „Христо Ботев“, 6609 Кърджали",,,Кърджали,alcohol shop,
Нощен клуб „Арт“,0896424260,,", ул. „Републиканска“ 51, 6600 Кърджали",,,Кърджали,alcohol shop,
Central Club & Piano bar,0887739400,,", Кърджали Център, бул. „България“ 37-Б, 6600 Кърджали",,,Кърджали,alcohol shop,
Tatul MARKET,,,", кв. Възрожденци, ж.к. Възрожденци 20В, 6609 Кърджали",,,Кърджали,alcohol shop,
StarmarkBG Vape shop,0878244552,http://www.starmarkbg.com/,", кв. Възрожденци, бул. „Христо Ботев“ 72, 6607 Кърджали",,,Кърджали,alcohol shop,
Kaufland,080012220,https://www.kaufland.bg/?cid=BG:loc:google_1627538199456,", Източна промишлена зона, ул. „Здравец“ 13, 6600 Кърджали",,,Кърджали,alcohol shop,
Ресторант Рибката,0888978680,,", kvartal Veselchane, bulevard 1-vi may 2, 6600 Kardshali",,,Кърджали,alcohol shop,
Кафене „Бакарди 2“,0899830998,,", 6600, бул. „България“ 47 Б, 6600 Кърджали",,,Кърджали,alcohol shop,
Кафе клуб Карамел,,,", Кърджали Център, бул. „България“ 46, 6600 Кърджали",,,Кърджали,alcohol shop,
"Механа ""Родопчани""",036129797,https://www.facebook.com/%D0%9C%D0%B5%D1%85%D0%B0%D0%BD%D0%B0-%D0%A0%D0%BE%D0%B4%D0%BE%D0%BF%D1%87%D0%B0%D0%BD%D0%B8-Mehana-Rodopchani-451716260264/?ref=page_internal,", На излизане от Кърджали, посока Ардино, 6600 Кърджали",,,Кърджали,alcohol shop,
MEGA,0999999912,,", 39-Г, ж.к. Възрожденци 39Г, 6607 Кърджали",,,Кърджали,alcohol shop,
Маркет хр. Стоки Панорама Кърджали,,,", Веселчане, ул. „Огоста“ 10, 6602 Кърджали",,,Кърджали,alcohol shop,
LastSummer,0884619044,,", ул. Джордж Вашингтон, 6600 Кърджали",,,Кърджали,alcohol shop,
Маркет Огоста _2,,,", кв. Възрожденци, бул. „Христо Ботев“ 12, 6607 Кърджали",,,Кърджали,alcohol shop,
AVENUE,,,", кв. Възрожденци, бул. „Христо Ботев“ 72, 6600 Кърджали",,,Кърджали,alcohol shop,
DostaviTuk,,,", гр. Кърджали, ул. Руси Русев № 7",,,Кърджали,вино магазин,
"Супермаркет ,,Тони''",,,", Гледка, ул. „Тина Киркова“ 10, 6604 Кърджали",,,Кърджали,вино магазин,
МАРИО-73,036162777,https://napitka.eu/,", Кърджали, 6604, 6610 Кърджали",,,Кърджали,вино магазин,
Супермаркет ВЕМА,0888309980,,", кв. Възрожденци, бул. „Христо Ботев“ 108, 6600 Кърджали",,,Кърджали,вино магазин,
Технополис Кърджали,036121100,http://www.technopolis.bg/,", Източна промишлена зона, бул. „Беломорски“ 4, 6600 Кърджали",,,Кърджали,вино магазин,
"Магазин ""СЛАДКИ ИЗКУШЕНИЯ""",0886885542,,", Кърджали Център, ул. „Васил Априлов“ 5Б, 6600 Кърджали",,,Кърджали,вино магазин,
Магазин за месо “Маргос”,0885899993,,", кв. Възрожденци, бул. „Христо Ботев“, 6609 Кърджали",,,Кърджали,вино магазин,
CASAVINO Пушкин,0889541135,https://casavino.bg/,", ж.к. Бъкстон, ул. „Александър Пушкин“ 34А, 1618 София",,,Кърджали,вино магазин,
Търговска верига Алди-Г,,,", Веселчане, ул. „1-ви Май“ 2a, 6602 Кърджали",,,Кърджали,вино магазин,
Zirve Steak House,0894576062,,", Мъдрец, 6674, 6674 Кърджали",,,Кърджали,вино магазин,
Маркет Марти,,,", Студен кладенец, ул. „Металург“ 12Д, 6610 Кърджали",,,Кърджали,вино магазин,
La Vista Pizza & Restaurant,,https://www.facebook.com/lavistapizzaandrestaurant/,", Кърджали Център, 6600 Кърджали",,,Кърджали,вино магазин,
